"tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"ID708083561719599110","Trump","Carolina Parra","03/10/2016 19:14","Colombia ","Quito","1169","RT @cnnbrk: Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/FzIuX¡­"
"ID708110150431850500","Trump","The Miami Hurricane","03/10/2016 20:59","Miami, FL","Eastern Time (US & Canada)","4","Chants of ""Donald Trump has got to go"" could be heard as protesters marched outside @The_BUC. #gopdebate #canes https://t.co/GwDjZC6de9"
"ID708082718404386817","Trump","m.ohammeddki88557474","03/10/2016 19:10","",,"0","#news Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/BPsMBsjamF"
"ID708098398092550144","Trump","David Sanchez","03/10/2016 20:13","Dallas, TX","Central Time (US & Canada)","0","@Sling Trying to watch the debate but your network is down please fix it! I don't like missing the debates! #ridiculous #GOPDebate #Trump"
"ID708093773704728576","Trump","Dacio Sosa","03/10/2016 19:54","",,"294","RT @immigrant4trump: MSM always showing Trump Protesters,but won't show protesters for other candidates @jaketapper #Trump2016 #GopDebate h¡­"
"ID707881595491917824","Kasich","chaz","03/10/2016 05:51","Ohio","Eastern Time (US & Canada)","2","RT @BrindaStar: Tamir Rice was a child, Kasich. #GOPDebate"
"ID708083529628815361","Trump","janice green","03/10/2016 19:14","Plainville, Ga",,"1169","RT @cnnbrk: Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/FzIuX¡­"
"ID708097215328362497","Trump","Trent Crockett","03/10/2016 20:08","Land O' Lakes, FL","Eastern Time (US & Canada)","57","RT @P0TUS: #GOPDebate Question: Mr Trump, your strategy on ISIS? 

Trump: ""See this steak? In an hour, it'll be 450 degrees, with its fat d¡­"
"ID708106681083944960","Trump","palmertimothyj","03/10/2016 20:46","Mississippi, USA",,"0","Corporate America is doing itself in¡ªwhile #Trump and #Sanders capitalize.
#GOPDebate  https://t.co/ISmTLX7GA0"
"ID708046890496073729","Trump","jordan duncan","03/10/2016 16:48","","Eastern Time (US & Canada)","13","RT @Xaron4: Well @jaketapper, any chance U will address #Trump #violence at rallies at #CNNDebate? Or will #media give another pass? #GOPDe¡­"
"ID708109711997079552","Rubio","Malik Wright","03/10/2016 20:58","Central Harlem",,"0","Donald Trump still refusing to shake Rubio's hand. Nasty, nasty guy. #GOPDebate"
"ID708094790521348096","Trump","CM","03/10/2016 19:58","",,"12","RT @TheNewCC: This special forces vet knows that Trump has never SERVED anybody but HIMSELF! #FLprimary #Flapol #sayfie #GOPDebate https://¡­"
"ID708099028643405824","Trump","Joey Latella","03/10/2016 20:15","",,"294","RT @immigrant4trump: MSM always showing Trump Protesters,but won't show protesters for other candidates @jaketapper #Trump2016 #GopDebate h¡­"
"ID708108892153077760","Cruz","Vanessa Ramos","03/10/2016 20:54","West Hollywood","Alaska","12","I feel like Cruz is backstage frantically adjusting his face like the restaurant bathroom scene at the end of Mrs. Doubtfire. #GOPDebate"
"ID708099909006860288","Cruz","John Dee","03/10/2016 20:19","","Central Time (US & Canada)","0","Clinton Shrugs Off Fainting Supporter at Rally...https://t.co/DLsNVajOJc

#TCOT #TRUMP #BenCarson #Cruz #Rubio #GOPDebate"
"ID708107253769842688","Trump","BringBackUS","03/10/2016 20:48","Illinois","Central Time (US & Canada)","19","RT @ChuckNellis: No @Reince, I cannot agree that Trump is. #NeverTrump #GOPDebate"
"ID708106071462821888","Trump","Bill (WildBill)","03/10/2016 20:43","U.S.A.","Eastern Time (US & Canada)","1536","RT @tedcruz: The very CNN poll Donald Trump said to look at shows him losing to Hillary Clinton and me beating her #GOPDebate https://t.co/¡­"
"ID707979075957030912","Trump","tree hugging sister","03/10/2016 12:18","","Central Time (US & Canada)","5","RT @BruceNV: .@CNN should ask Trump about this @ the #GOPDebate  https://t.co/GopPrcxp4s"
"ID708048076590567424","Trump","Tami","03/10/2016 16:53","","Central Time (US & Canada)","800","RT @JaredWyand: Retweet if @RealBenCarson is the #1 person you'd like to see join the Trump movement

Join us Dr. Carson

#GOPDebate https:¡­"
"ID708102199440756736","Trump","Cristoforo Zervos","03/10/2016 20:28","Rome ","Rome","0","Live: The Republican Debate 12th CNN GOP Debate Miami Florida Trump, Cru... #usa2016 #Gopdebate https://t.co/I1PrrPWBaH via @YouTube"
"ID708089983391952896","Trump","Melanie","03/10/2016 19:39","TN",,"136","RT @scottienhughes: You know it's going to be a great night when you U run into @AnnCoulter before #GOPDebate #Trump https://t.co/F36lSkkqXw"
"ID708096556700987392","Trump","OptiLululeMOM","03/10/2016 20:05","Earf... USA ","Mountain Time (US & Canada)","0","I'm blown away Carson is endorsing Trump. Blown away. #KnockMeOverWithAFeather #GOPDebate"
"ID708077942123995138","Trump","Ashish Pabari","03/10/2016 18:51","","Eastern Time (US & Canada)","1","Ben Carson endorsement is symbolically valuable for Trump, plus Carson still had 5-8% support in many states when he left. #GOPDebate"
"ID708100412339957761","Cruz","Greg","03/10/2016 20:21","Sylacauga, AL",,"669","RT @Lrihendry: Dear Ted Cruz, another low-information voter endorses Trump! @realDonaldTrump #Trump2016 #GOPDebate https://t.co/19iiPz01vO"
"ID708090314896977920","Trump","Dockee","03/10/2016 19:41","Earth","Eastern Time (US & Canada)","4","RT @RepublicanCCOT: Sarah Huckabee Endorses Donald J Trump for President of the United States #NC #OH #FL #MO #DC #IL #GOPDebate #ccot http¡­"
"ID708015151946059776","Cruz","Rosemary Rafferty","03/10/2016 14:42","",,"27","RT @rob_politics: Rubio May Drop Out After One Last Showdown with Trump https://t.co/APOIXL9ngb #tcot #Rubio #DumpTrump #CruzCrew #TedCruz ¡­"
"ID708101087077609472","Trump","Uriel J. Herrera","03/10/2016 20:23","Centroam¨¦rica","Central America","1169","RT @cnnbrk: Ben Carson will endorse Donald Trump Friday, sources tell CNN. Watch #GOPdebate live tonight at 8:30 p.m. ET https://t.co/FzIuX¡­"
"ID708043080490983424","Trump","jdiesel","03/10/2016 16:33","",,"800","RT @JaredWyand: Retweet if @RealBenCarson is the #1 person you'd like to see join the Trump movement

Join us Dr. Carson

#GOPDebate https:¡­"
