"tweet_id","candidate","name","tweet_created","tweet_location","user_timezone","retweet_count","text"
"703094025289502720","Trump","Michael Gene Berry","02/26/2016 00:47","Fort Sill, OK","Baghdad","20","RT @dcexaminer: Donald Trump's Israel policy: ""I won't take sides."" https://t.co/nm6Oizl2sU #GOPDebate #WashEx2016 https://t.co/NJvMyfqT7L"
"703095509548822533","Cruz","Merrion Tower","02/26/2016 00:53","null","null","101","RT @JaredWyand: Tell us more about how you've always fought against amnesty Cruz

He never stops lying

#GOPDebate
https://t.co/yCeT3qfW9k"
"703090462874320896","Rubio","missyb","02/26/2016 00:33","NY","Quito","0","Rubio .. Very sharp tonight! #rubiowon #GOPDebate"
"703090071633686528","Rubio","Kathy Hoffman","02/26/2016 00:31","Sanford, Florida","Eastern Time (US & Canada)","609","RT @DanScavino: #ICYMI: Marco Rubio walking into the #GOPDebate. https://t.co/v62fujZ0dk"
"703084726186176512","Carson","jawline mami","02/26/2016 00:10","HTX","null","2510","RT @NYDailyNews: Dr. Ben Carson, a DOCTOR, just said ��Health care is not a right�� https://t.co/eK5KBambkx #GOPDebate https://t.co/MNwIv8ynf6"
"703096654321160192","Trump","Carol Wilson","02/26/2016 00:57","Twilight Zone, South Carolina ","Eastern Time (US & Canada)","8","RT @DollFaces911: Save America and take out Trump #GOPDebate  https://t.co/qo5nLS1onj"
"703088729934528512","Cruz","Misty","02/26/2016 00:26","null","Central Time (US & Canada)","36","RT @catblackfrazier: Cruz has released 5 years of tax returns and releasing 2 more tomorrow #GOPDebate #CruzCrew What about Donald��s?"
"703091590877749248","Kasich","Kelly Saltonstall","02/26/2016 00:37","Boston","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703094352818495488","Cruz","Av Uhhhh","02/26/2016 00:48","organic","null","731","RT @aexia: Strong words from the Cruz campaign tonight about the #GOPDebate https://t.co/odjyFAyMhr"
"703091129189662720","Kasich","Nancy Morley","02/26/2016 00:36","null","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703089464566919170","Trump","Rick McCharles","02/26/2016 00:29","Calgary, Canada.","Mountain Time (US & Canada)","121","RT @CNNPolitics: .@realDonaldTrump defends Planned Parenthood at the #GOPDebate https://t.co/9WCHE1x3It via @GregJKrieg https://t.co/tfYiV2��"
"703091394458456065","Kasich","Stella Payne","02/26/2016 00:37","Salt Lake City","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703090379713712128","Trump","Zach Bloxham","02/26/2016 00:33","A USA Under President Trump","Eastern Time (US & Canada)","0","Trump did a great job in this handicap match. #Trump2016 #MakeAmericaGreatAgain #TrumpTrain #GOPDebate #TrumpTrain https://t.co/DIdy79Zi64"
"703092945205866496","Trump","Dog lover","02/26/2016 00:43","Fort Lee, VA","Eastern Time (US & Canada)","277","RT @darcy027027: #Trump wins Drudge poll by wide margin.

#GOPDebate @Lrihendry @DrottM @mjgranger1 @slone @LindaSuhler @mitchellvii https:��"
"703091053318922240","Trump","Diane Anderson","02/26/2016 00:35","Kaufman, TX","null","277","RT @darcy027027: #Trump wins Drudge poll by wide margin.

#GOPDebate @Lrihendry @DrottM @mjgranger1 @slone @LindaSuhler @mitchellvii https:��"
"703091246936379393","Kasich","Pamela Latham","02/26/2016 00:36","Richmond","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703089808529334272","Rubio","dawn skerrett","02/26/2016 00:30","null","null","1","#SECPrimary Rubio keeps secrets like this & his penchant 4 men well hidden #radaronline #GOPDebate  #KellyFile  https://t.co/0iZP70PVRP"
"703090897248890880","Trump","Micah C. Collins","02/26/2016 00:35","Kennesaw, GA","Eastern Time (US & Canada)","99","RT @toddstarnes: Trump: ��I��m a strong Christian.�� Um, Lord �� you want to take that one? #GOPDebate"
"703089893061177344","Rubio","Lisa Beck","02/26/2016 00:31","null","Pacific Time (US & Canada)","339","RT @FrankLuntz: My focus group says Rubio won the immigration battle in this #GOPDebate.

How? By calling executive orders unconstitutional."
"703088772116815872","Carson","Jeannie","02/26/2016 00:26","null","Pacific Time (US & Canada)","80","RT @clayaiken: MERCY!!!  SHUT UP!!! Everyone else on stage is acting like a kindergartener, and Carson goes and tattles like a preschooler!��"
"703087628078473216","Cruz","??PARIS??","02/26/2016 00:22","null","Central Time (US & Canada)","11","RT @_HankRearden: Cruz usually in ~40s. Not looking good for him today. You know donors hate these early numbers. #GOPDebate

@TidalCharm @��"
"703091517770956800","Kasich","Penelope Hayes","02/26/2016 00:37","Cincinati","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092009431511040","Trump","illustraret","02/26/2016 00:39","SATX//BKLYNNYC","America/Chicago","2","America can be great. But if trump is pres. by being a racist, aggressive asshole, that shows how broken we are as a country. #GOPDebate"
"703091678651879424","Trump","Daniel ?","02/26/2016 00:38","Chicago, Illinois","null","2","Every single online poll is showing trump with over 70% #GOPDebate via @WSJPolitics https://t.co/GLkIprCtt6"
"703094236707590145","Trump","Christoph Heer","02/26/2016 00:48","Zurich","Athens","277","RT @darcy027027: #Trump wins Drudge poll by wide margin.

#GOPDebate @Lrihendry @DrottM @mjgranger1 @slone @LindaSuhler @mitchellvii https:��"
"703091456064385024","Kasich","Karen Kelly","02/26/2016 00:37","Frankfort","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092943343587329","Carson","Momma Mia","02/26/2016 00:43","Minnesota, USA","Central Time (US & Canada)","195","RT @LindaSuhler: Dr. Ben Carson: After I Spoke Out Against #Obamacare �C I Was Audited by Obama IRS
#GOPDebate
https://t.co/Zrh6pbxTda"
"703094137625530368","Rubio","moradeyo samuel","02/26/2016 00:47","West Covina, CA","Central Time (US & Canada)","0","That's was big HIT Rubio. ???? #GOPDebate"
"703091275080167424","Kasich","Patricia Leech","02/26/2016 00:36","Frankfort","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703092515394551808","Trump","Hollywood Resistance","02/26/2016 00:41","Los Angeles, CA","Pacific Time (US & Canada)","676","RT @DLoesch: Trump repeats the lie that Planned Parenthood treats women with breast and cervical cancer. OMG. Who is advising him? #GOPDeba��"
"703095357710860290","Trump","JoyChoices","02/26/2016 00:52","East Tennessee","Central Time (US & Canada)","99","RT @theblaze: Trump at #GOPDebate: ��Millions and millions of women��.are helped by Planned Parenthood�� https://t.co/OCWTgbAEhq https://t.co/��"
"703096985344081920","Trump","Balanced Heads","02/26/2016 00:59","United States of America","Eastern Time (US & Canada)","28","RT @newsbusters: Obsessed @CNN Bows to Trump with Two post-#GOPDebate Interviews Totaling 18 Minutes #TTT16 https://t.co/iTFzvTtKub"
"703092524773060608","Trump","Chris Loyst","02/26/2016 00:41","Toronto","null","29","RT @WebsterGTarpley: #Trump reveals he is getting audited by #IRS right now and gets audited every year-Good sign for US if they find somet��"
"703088658631548928","Cruz","Shawn","02/26/2016 00:26","null","Eastern Time (US & Canada)","43","RT @SteveForbesCEO: #GOPDebate: Advice for Cruz: start leading with the Flat Tax. Also take on the Fed for hurting small businesses. Go Gold"
"703091567699988480","Kasich","Phyllis Berecraft","02/26/2016 00:37","null","null","2688","RT @PoliticsJim: Kasich talks tough to CNN right now how he is going to win some northern states & then stay in the whole way... he's bad a��"
"703096089952391175","Trump","Flying High","02/26/2016 00:55","Midwesterner-South of WI","Central Time (US & Canada)","8","Trump dominating post gopdebate polls Potus https://t.co/iCVcJQHw2W"
"703089114145361920","Kasich","The First Taste","02/26/2016 00:28","null","Arizona","0","Doesn't John Kasich look like Grandpa Simpson? @thatbilloakley #GOPDebate"
"703090572911734784","Trump","Ryan M Pedersen","02/26/2016 00:33","Vancouver, BC","null","373","RT @pattonoswalt: ""Let's fuck, America. Let's fuck our way to freedom."" -- Donald Trump #GOPDebate"
"703095054164832256","Trump","Battle Hamster","02/26/2016 00:51","USA","Eastern Time (US & Canada)","0","Top Racists And Neo-Nazis Back #Trump https://t.co/IgpsPQl3lk Wow, #Trump you really are a piece of garbage. Liar, fraud, racist #GOPDebate"
"703093885401104386","Trump","make _ great again","02/26/2016 00:46","null","null","1","RT @ThatsUrGOP: #GOPDebate Let #Trump make illegal workers great again #gop"
